,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2901,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Kailash Parbat,1.30955864336,103.855683898,Vegetarian / Vegan Restaurant
2902,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Swaadhisht Restaurant,1.30842717423,103.851700211,Indian Restaurant
2903,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Jaggi's Northern Indian Cuisine,1.3080670917,103.850555934,Indian Restaurant
2904,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Gurkha Palace Restaurant,1.30849491897,103.851702169,Indian Restaurant
2905,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Tekka Centre 竹脚中心,1.30589114084,103.850789196,Market
2906,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Vintage Inn,1.30860366678,103.850981141,Motel
2907,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Taste Of India,1.30790012129,103.852088966,Indian Restaurant
2908,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Mustafa Centre,1.30963306476,103.8559471,Department Store
2909,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Mustafa Cafe,1.30980737996,103.85533504,Café
2910,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Bismillah Biryani,1.30495634422,103.853602499,Indian Restaurant
2911,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Nung Len,1.30524968505,103.849747448,Thai Restaurant
2912,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Sri Kamala Vilas Restaurant,1.30589393961,103.85011233,Indian Restaurant
2913,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Footprints Hostel,1.30561942946,103.854062793,Hostel
2914,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Sakunthala's Restaurant,1.30947453614,103.855716837,Indian Restaurant
2915,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Cafe Salivation,1.31108619634,103.852776571,Vegetarian / Vegan Restaurant
2916,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Johor Road Boon Kee Pork Porridge,1.30688598513,103.855258019,Asian Restaurant
2917,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,The Countryside Cafe,1.30517165935,103.853444051,Café
2918,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Prince Of Wales Backpacker Pub,1.30533734931,103.853103272,Bar
2919,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,545 Whampoa Prawn Noodles (Tekka Branch),1.30570418645,103.850304414,Noodle House
2920,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Amaravati Restaurant,1.3071162,103.85094,North Indian Restaurant
2921,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,The Daulat,1.30480146779,103.852787412,Hotel
2922,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,A-One Restaurant,1.3111562887,103.854220228,Indian Restaurant
2923,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Gooday Beautie Parlour and Hair Salon,1.30699068668,103.852139373,Cosmetics Shop
2924,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Jonathan's - Singapore's First Purely Gluten-Free Kitchen!,1.30482211768,103.852297962,Gluten-free Restaurant
2925,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Seiwaa Okonomiyaki & Teppanyaki Restaurant,1.30526854198,103.853190802,Shabu-Shabu Restaurant
2926,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Chia's Vegetable Supply,1.30669087036,103.850577318,Fruit & Vegetable Store
2927,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Ananda Bhavan Restaurant,1.30607876598,103.851496058,Vegetarian / Vegan Restaurant
2928,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Andhra Curry Restaurant,1.30731103819,103.850940746,Indian Restaurant
2929,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,The Banana Leaf Apolo,1.30534803697,103.851698045,Indian Restaurant
2930,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Yan Seng (炎成传统潮州粿),1.30573963797,103.850585375,Breakfast Spot
2931,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Prata Saga Sambal Berlada,1.30579989081,103.850943123,Breakfast Spot
2932,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Subway,1.30451589555,103.851508233,Sandwich Place
2933,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,A.S Sarabat Stall,1.306128,103.850582,Indian Restaurant
2934,Foochow Methodist Church Kindergarten,1.30894458071,103.851699022,Madame Patisserie,1.30521352482,103.849600245,Gastropub
2935,GEYLANG BAHRU VILLE,1.32066445696,103.869914604,Ugly Cake Shop,1.32110073712,103.870816092,Café
2936,GEYLANG BAHRU VILLE,1.32066445696,103.869914604,Food Cheery 福吉利,1.32148884686,103.868738986,Coffee Shop
2937,GEYLANG BAHRU VILLE,1.32066445696,103.869914604,Ariff's restaurant,1.32076523496,103.870343968,Indian Restaurant
2938,GEYLANG BAHRU VILLE,1.32066445696,103.869914604,Geylang Bahru Market & Food Centre,1.32136348118,103.870120867,Food Court
2939,GEYLANG BAHRU VILLE,1.32066445696,103.869914604,NTUC Fairprice,1.32092309476,103.870341747,Supermarket
2940,GEYLANG BAHRU VILLE,1.32066445696,103.869914604,26 Eating House,1.32189088849,103.869394768,Coffee Shop
2941,GEYLANG BAHRU VILLE,1.32066445696,103.869914604,Kallang Basin Swimming Complex,1.32264071154,103.872213364,Pool
2942,GEYLANG BAHRU VILLE,1.32066445696,103.869914604,Blk 59B Geylang Bahru,1.32230661587,103.86763945,Harbor / Marina
2943,GILSTEAD 68,1.31879326973,103.84101457,Ah Chew Desserts 阿秋甜品 (Ah Chew Desserts),1.318411,103.843714,Dessert Shop
2944,GILSTEAD 68,1.31879326973,103.84101457,Udders,1.31825278064,103.84394755,Ice Cream Shop
2945,GILSTEAD 68,1.31879326973,103.84101457,Starbucks Reserve,1.31767316829,103.84402113,Coffee Shop
2946,GILSTEAD 68,1.31879326973,103.84101457,Joe & Dough,1.32073820032,103.843819221,Sandwich Place
2947,GILSTEAD 68,1.31879326973,103.84101457,Running Lab,1.31920380767,103.843548143,Sporting Goods Shop
2948,GILSTEAD 68,1.31879326973,103.84101457,Ichiban Boshi,1.31750613823,103.843836387,Sushi Restaurant
2949,GILSTEAD 68,1.31879326973,103.84101457,The Clue-less Goat,1.318624,103.843542,Café
2950,GILSTEAD 68,1.31879326973,103.84101457,La Ristrettos,1.32069925965,103.844149946,Café
2951,GILSTEAD 68,1.31879326973,103.84101457,Hong Kong Street Family Restaurant,1.32069909339,103.842503456,Chinese Restaurant
2952,GILSTEAD 68,1.31879326973,103.84101457,Mama Patisserie,1.32127085744,103.844129069,Bakery
2953,GILSTEAD 68,1.31879326973,103.84101457,True Fitness Velocity Novena,1.31922859911,103.843684538,Gym
2954,GILSTEAD 68,1.31879326973,103.84101457,Da Luca Italian Restaurant,1.31832053315,103.842266257,Italian Restaurant
2955,GILSTEAD 68,1.31879326973,103.84101457,Starbucks,1.31995465113,103.84437846,Coffee Shop
2956,GILSTEAD 68,1.31879326973,103.84101457,QQ Rice,1.32141767158,103.844524284,Restaurant
2957,GILSTEAD 68,1.31879326973,103.84101457,Kushi Japanese Dining Bar,1.31666002821,103.841490816,Japanese Restaurant
2958,GILSTEAD 68,1.31879326973,103.84101457,海底捞Hai Di Lao Hotpot,1.3204152221,103.843131439,Hotpot Restaurant
2959,GILSTEAD 68,1.31879326973,103.84101457,Rochor Thai,1.32114443723,103.841512799,Thai Restaurant
2960,GILSTEAD 68,1.31879326973,103.84101457,Brauhaus Restaurant & Pub,1.31720416131,103.844246029,German Restaurant
2961,GILSTEAD 68,1.31879326973,103.84101457,Sinn Ji Hainanese Chicken Rice,1.321135,103.84166,Hainan Restaurant
2962,GILSTEAD 68,1.31879326973,103.84101457,Ling Zhi | 灵芝,1.319913323,103.843343157,Vegetarian / Vegan Restaurant
2963,GILSTEAD 68,1.31879326973,103.84101457,Barcook Bakery,1.32126691949,103.844194735,Bakery
2964,GILSTEAD 68,1.31879326973,103.84101457,Curry Times,1.32013603277,103.844535059,Asian Restaurant
2965,GILSTEAD 68,1.31879326973,103.84101457,Nickeldime Drafthouse,1.3212302451,103.841523528,Beer Garden
2966,GILSTEAD 68,1.31879326973,103.84101457,Tuk Tuk Cha Thai Tea & Coffee,1.31954171941,103.843460001,Café
2967,GILSTEAD 68,1.31879326973,103.84101457,Nonya Peranakan Cuisine,1.3205035596,103.841952682,Asian Restaurant
2968,GILSTEAD 68,1.31879326973,103.84101457,A-Roy Thai Restaurant,1.31939256589,103.843532352,Thai Restaurant
2969,GILSTEAD 68,1.31879326973,103.84101457,Once Upon A Thyme,1.32082098916,103.844525683,Italian Restaurant
2970,GILSTEAD 68,1.31879326973,103.84101457,Ya Kun Kaya Toast 亞坤,1.31735459498,103.844228477,Coffee Shop
2971,GILSTEAD 68,1.31879326973,103.84101457,Oasia Hotel Singapore,1.3202612175,103.844726385,Hotel
2972,GILSTEAD 68,1.31879326973,103.84101457,Real Food,1.32102301077,103.844735963,Vegetarian / Vegan Restaurant
2973,GILSTEAD 68,1.31879326973,103.84101457,Mei Heong Yuan Dessert,1.32014409147,103.843756365,Dessert Shop
2974,GILSTEAD 68,1.31879326973,103.84101457,Soup Restaurant 三盅兩件,1.31730067241,103.84423721,Chinese Restaurant
2975,GILSTEAD 68,1.31879326973,103.84101457,Caveman Food,1.32106206323,103.844676178,Food Stand
2976,GILSTEAD 68,1.31879326973,103.84101457,The Marmalade Pantry At Novena,1.32037414348,103.844875168,Bistro
2977,GILSTEAD 68,1.31879326973,103.84101457,Two Men Bagel House,1.32071786165,103.842933435,Bagel Shop
2978,GILSTEAD 68,1.31879326973,103.84101457,Toast Box 土司工坊,1.32025973114,103.843640572,Café
2979,GILSTEAD 68,1.31879326973,103.84101457,Tonkotsu Kazan Ramen,1.32117533078,103.844262205,Ramen Restaurant
2980,GILSTEAD 68,1.31879326973,103.84101457,Hokkaido Fish Market,1.32144604836,103.84457777,Japanese Restaurant
2981,GILSTEAD 68,1.31879326973,103.84101457,Sogurt,1.31754017745,103.843768059,Frozen Yogurt Shop
2982,GILSTEAD 68,1.31879326973,103.84101457,Ichiban Boshi,1.32003843606,103.843438102,Japanese Restaurant
2983,GILSTEAD 68,1.31879326973,103.84101457,328 Katong Laska,1.31755637565,103.843933733,Noodle House
2984,GILSTEAD 68,1.31879326973,103.84101457,TungLok Teahouse 同樂小聚,1.32068706249,103.844655425,Cantonese Restaurant
2985,GILSTEAD 68,1.31879326973,103.84101457,Novena MRT Station (NS20),1.32050264195,103.844057605,Metro Station
2986,GILSTEAD 68,1.31879326973,103.84101457,Ssikkek Korean BBQ,1.31733793688,103.844258224,Korean Restaurant
2987,GILSTEAD 68,1.31879326973,103.84101457,Wee Nam Kee 威南记海南鸡饭餐室 (Wee Nam Kee Hainanese Chicken Rice Restaurant),1.31711113353,103.843990006,Hainan Restaurant
2988,GILSTEAD 68,1.31879326973,103.84101457,Jollibee,1.32124316815,103.843943591,Fast Food Restaurant
2989,GILSTEAD 68,1.31879326973,103.84101457,Cold Storage,1.31701176742,103.843882341,Supermarket
2990,GILSTEAD 68,1.31879326973,103.84101457,Saizeriya Ristorante E Caffe,1.317052353,103.844172229,Italian Restaurant
2991,GILSTEAD 68,1.31879326973,103.84101457,Cedele by Bakery Depot,1.31711386535,103.844202273,Café
2992,GILSTEAD 68,1.31879326973,103.84101457,Tan Tock Seng Hospital Pharmacy,1.3205874824,103.844866401,Pharmacy
2993,GILSTEAD 68,1.31879326973,103.84101457,Guardian Pharmacy,1.31707975796,103.843849076,Pharmacy
2994,GILSTEAD 68,1.31879326973,103.84101457,For The Love Of Laundry,1.31647724873,103.84383681,Dry Cleaner
2995,GLENFIELD APARTMENTS,1.31490365403,103.908065775,Eng Seng Restaurant (永成餐室) (Eng Seng Restaurant),1.31429714597,103.906103784,Seafood Restaurant
2996,GLENFIELD APARTMENTS,1.31490365403,103.908065775,FFL (Fresh Fruits Lab),1.31853645318,103.90961684,Juice Bar
2997,GLENFIELD APARTMENTS,1.31490365403,103.908065775,Goldhill Hakka Yong Tau Foo,1.31806144762,103.907370377,Chinese Restaurant
2998,GLENFIELD APARTMENTS,1.31490365403,103.908065775,Moments Of Delight @ Telok Kurau,1.31207189964,103.910850385,Ice Cream Shop
2999,GLENFIELD APARTMENTS,1.31490365403,103.908065775,Bagus Yong Tau Foo,1.3178434494,103.906241404,Noodle House
3000,GLENFIELD APARTMENTS,1.31490365403,103.908065775,The Garden Slug,1.3116961541,103.910511748,Restaurant
3001,GLENFIELD APARTMENTS,1.31490365403,103.908065775,818 Durians and Pastries,1.31205123886,103.911073708,Asian Restaurant
3002,GLENFIELD APARTMENTS,1.31490365403,103.908065775,FuFa Coffeeshop,1.31486687754,103.909532268,Coffee Shop
3003,GLENFIELD APARTMENTS,1.31490365403,103.908065775,Bruno's Bistrot,1.31216428676,103.910924903,Italian Restaurant
3004,GLENFIELD APARTMENTS,1.31490365403,103.908065775,283 Cafe,1.31802424216,103.907429083,Bar
3005,GLENFIELD APARTMENTS,1.31490365403,103.908065775,SPC Changi,1.3184337031,103.908896254,Gas Station
3006,GLENFIELD APARTMENTS,1.31490365403,103.908065775,Ipoh Anson Chee Cheong Fun,1.31812688604,103.908141542,Food Court
3007,GLENFIELD APARTMENTS,1.31490365403,103.908065775,kampong chai chee restaurant,1.31810952568,103.907546376,Malay Restaurant
3008,GLENFIELD APARTMENTS,1.31490365403,103.908065775,Restoran Makanan Laut Chai Chee,1.31860299039,103.909943011,Seafood Restaurant
3009,GLENFIELD APARTMENTS,1.31490365403,103.908065775,MCC Makan Place - Ikan Bakar Umbai,1.31795018813,103.906699866,Seafood Restaurant
3010,GLENFIELD APARTMENTS,1.31490365403,103.908065775,Rilassi,1.31797468662,103.906799316,Italian Restaurant
3011,GLENFIELD APARTMENTS,1.31490365403,103.908065775,Singapore Pools @ Changi Rd,1.31891424699,103.908254884,Casino
3012,GOLDEN HILL ESTATE,1.35536360021,103.86531874,Brahbu's Minimart,1.35477326261,103.86726007,Shop & Service
3013,GOLDEN HILL ESTATE,1.35536360021,103.86531874,Park,1.355078,103.86772,Park
3014,GOLDEN HILL ESTATE,1.35536360021,103.86531874,Dju Dju Indonesian Food,1.35417284106,103.867940973,Indonesian Restaurant
3015,GOLDEN HILL ESTATE,1.35536360021,103.86531874,Mei Hwan Drive Playground,1.35348842971,103.863115311,Playground
3016,GOLDEN HILL ESTATE,1.35536360021,103.86531874,Bollywood Roti Prata Corner,1.353457,103.867659,Indian Restaurant
3017,GOLDEN HILL ESTATE,1.35536360021,103.86531874,7-Eleven,1.35233784675,103.864451557,Convenience Store
3018,GOLDLEAF GARDENS,1.3118155814,103.915454976,Penny University,1.30891181847,103.912057559,Café
3019,GOLDLEAF GARDENS,1.3118155814,103.915454976,818 Durians and Pastries,1.31205123886,103.911073708,Asian Restaurant
3020,GOLDLEAF GARDENS,1.3118155814,103.915454976,the EMO’s,1.30884872416,103.912365429,Cocktail Bar
3021,GOLDLEAF GARDENS,1.3118155814,103.915454976,The Bench @ Greenfield Park,1.31364270867,103.917529229,Park
3022,GOLDLEAF GARDENS,1.3118155814,103.915454976,Bus Stop 92209 (aft Jln Baiduri),1.3110499382,103.911354,Bus Stop
3023,GOLDLEAF GARDENS,1.3118155814,103.915454976,Bus Stop 92201 (aft Lor M Telok Kurau),1.31121021455,103.911291935,Bus Station
3024,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Lifestyle Fitness,1.31200176003,103.836440161,Gym / Fitness Center
3025,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Pu Dong Restaurant,1.31673250424,103.835618712,Chinese Restaurant
3026,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Sheraton Towers Singapore,1.31182443355,103.836476058,Hotel
3027,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Newton Food Centre,1.31192676858,103.839545531,Food Court
3028,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Li Bai Cantonese Restaurant,1.31170255469,103.836361361,Chinese Restaurant
3029,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Spizza,1.31692553197,103.835439756,Pizza Place
3030,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Smiths Authentic British Fish & Chips,1.31642209144,103.835779929,Seafood Restaurant
3031,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Bangkok Express,1.31170506599,103.839278663,Thai Restaurant
3032,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,XO Minced Meat Noodle,1.31178973583,103.839491277,Noodle House
3033,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Cold Storage,1.31721728486,103.836264453,Grocery Store
3034,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Waffletown USA,1.31687561629,103.835490651,American Restaurant
3035,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,CLUB ION III,1.31700802653,103.835314294,Nightclub
3036,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Executive Lounge,1.31141936948,103.836716813,Hotel Bar
3037,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Heng Carrot Cake,1.31207997503,103.839765448,Asian Restaurant
3038,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,7-Eleven,1.31217617354,103.838116465,Convenience Store
3039,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Sheraton Towers Poolside,1.31201756366,103.836373475,Pool
3040,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Alliance Francaise Theatre,1.31432812032,103.837025175,Movie Theater
3041,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,INDOCAFE the white house,1.31103517679,103.835700452,Café
3042,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Lucky Newton Seafood Stall 82,1.31200151909,103.839682572,Seafood Restaurant
3043,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,DOMVS by Gabriel Fratini,1.31196721952,103.836482841,Italian Restaurant
3044,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,ACS (Barker Road) Transport Centre,1.31846414609,103.834733572,Parking
3045,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,Shaw Pool,1.31878239637,103.834790182,Pool
3046,GOOD SHEPHERD LOFT,1.31516025986,103.836614586,ACS (Barker) Auditorium,1.31912392231,103.835175436,Movie Theater
3047,GRANDIOSO 8,1.35503825623,103.83319893,Tomyum Mama,1.35341482028,103.834440943,Thai Restaurant
3048,GRANDIOSO 8,1.35503825623,103.83319893,Anti-Oxidant,1.35338372491,103.834081677,Spa
3049,GRANDIOSO 8,1.35503825623,103.83319893,Sin Ming Roti Prata (Faisal & Aziz Curry Muslim Food),1.35526925971,103.836719444,Indian Restaurant
3050,GRANDIOSO 8,1.35503825623,103.83319893,Brownice,1.3536385289,103.835867921,Ice Cream Shop
3051,GRANDIOSO 8,1.35503825623,103.83319893,Dino Cake House & Cafe,1.35358399139,103.833863644,Tea Room
3052,GRANDIOSO 8,1.35503825623,103.83319893,Windowsill Pies,1.3533988295,103.833128402,Pie Shop
3053,GRANDIOSO 8,1.35503825623,103.83319893,One Man Coffee,1.35287507537,103.834765977,Café
3054,GRANDIOSO 8,1.35503825623,103.83319893,Salted Caramel Artisan Ice Cream,1.353646,103.8343,Ice Cream Shop
3055,GRANDIOSO 8,1.35503825623,103.83319893,Sushiro,1.35457921054,103.830584264,Sushi Restaurant
3056,GRANDIOSO 8,1.35503825623,103.83319893,Healing Touch,1.35191540596,103.835478526,Spa
3057,GRANDIOSO 8,1.35503825623,103.83319893,E-Sarn Thai Corner,1.35329527546,103.833898532,Thai Restaurant
3058,GRANDIOSO 8,1.35503825623,103.83319893,Auntie Kim's Korean Restaurant,1.35376271527,103.8335591,Korean Restaurant
3059,GRANDIOSO 8,1.35503825623,103.83319893,Habitat Coffee,1.35301708879,103.83459963,Café
3060,GRANDIOSO 8,1.35503825623,103.83319893,Little Part 1 Café,1.35526061681,103.830267259,Café
3061,GRANDIOSO 8,1.35503825623,103.83319893,Rochor Beancurd House,1.35292953383,103.834872875,Dessert Shop
3062,GRANDIOSO 8,1.35503825623,103.83319893,Starbucks,1.35534203622,103.830955208,Coffee Shop
3063,GRANDIOSO 8,1.35503825623,103.83319893,Pacamara Boutique Coffee Roasters,1.35146826982,103.835619184,Coffee Shop
3064,GRANDIOSO 8,1.35503825623,103.83319893,Yoguru,1.35491571172,103.830890791,Frozen Yogurt Shop
3065,GRANDIOSO 8,1.35503825623,103.83319893,Elemen 元素,1.35469001515,103.830136896,Vegetarian / Vegan Restaurant
3066,GRANDIOSO 8,1.35503825623,103.83319893,Ru Lai Zai,1.35531513327,103.836745183,Vegetarian / Vegan Restaurant
3067,GRANDIOSO 8,1.35503825623,103.83319893,Sushi Tei,1.3549730531,103.830993128,Sushi Restaurant
3068,GRANDIOSO 8,1.35503825623,103.83319893,Chicken House (Kampong Chicken Rice),1.3534724007,103.833796222,Chinese Restaurant
3069,GRANDIOSO 8,1.35503825623,103.83319893,Udders,1.35356916191,103.834280071,Ice Cream Shop
3070,GRANDIOSO 8,1.35503825623,103.83319893,Badoque Cafe,1.35340020814,103.834354839,Steakhouse
3071,GRANDIOSO 8,1.35503825623,103.83319893,FairPrice Finest,1.35437102125,103.830413934,Supermarket
3072,GRANDIOSO 8,1.35503825623,103.83319893,Peperoni Pizzeria,1.3536668,103.83335,Italian Restaurant
3073,GRANDIOSO 8,1.35503825623,103.83319893,Ming Fa Fishball,1.35352661225,103.834293651,Noodle House
3074,GRANDIOSO 8,1.35503825623,103.83319893,Swensen's,1.3548647541,103.831274382,Dessert Shop
3075,GRANDIOSO 8,1.35503825623,103.83319893,Meng Kitchen Traditional Taste (日夜小厨),1.35351022476,103.834293741,Asian Restaurant
3076,GRANDIOSO 8,1.35503825623,103.83319893,Talk Cock Sing Song,1.35315443232,103.834708801,Karaoke Bar
3077,GRANDIOSO 8,1.35503825623,103.83319893,Gim Huat Coffeeshop 锦发咖啡店,1.35536518124,103.83658439,Food Court
3078,GRANDIOSO 8,1.35503825623,103.83319893,Pasta J,1.35205962728,103.835363639,French Restaurant
3079,GRANDIOSO 8,1.35503825623,103.83319893,Thomson Plaza,1.35490424053,103.831025362,Shopping Mall
3080,GRANDIOSO 8,1.35503825623,103.83319893,Peach Garden,1.35460915999,103.831254391,Chinese Restaurant
3081,GRANDIOSO 8,1.35503825623,103.83319893,Taste of Thailand (Original),1.35776428579,103.833689029,Thai Restaurant
3082,GRANDIOSO 8,1.35503825623,103.83319893,Fat Boy's The Burger Bar,1.3515259,103.83537,Burger Joint
3083,GRANDIOSO 8,1.35503825623,103.83319893,Five By Five,1.35315246138,103.835453353,Café
3084,GRANDIOSO 8,1.35503825623,103.83319893,The Black Sheep Cafe,1.35329309401,103.835600755,French Restaurant
3085,GRANDIOSO 8,1.35503825623,103.83319893,The Roti Prata House,1.35373780554,103.834206462,Indian Restaurant
3086,GRANDIOSO 8,1.35503825623,103.83319893,Hooked On Heads,1.35296974764,103.835691452,Seafood Restaurant
3087,GRANDIOSO 8,1.35503825623,103.83319893,Daawat Tandoori,1.35212464121,103.835335776,Indian Restaurant
3088,GRANDIOSO 8,1.35503825623,103.83319893,Paradise Classic,1.35487580931,103.830846587,Chinese Restaurant
3089,GRANDIOSO 8,1.35503825623,103.83319893,Tong Shui Cafe,1.35255579006,103.835091463,Chinese Restaurant
3090,GRANDIOSO 8,1.35503825623,103.83319893,OZ Specialty Coffee,1.35366669071,103.835480148,Café
3091,GRANDIOSO 8,1.35503825623,103.83319893,Les Patisseries,1.3528371274,103.835277032,Bakery
3092,GRANDIOSO 8,1.35503825623,103.83319893,Parker Korean Restaurant,1.3522650746,103.835294407,Korean Restaurant
3093,GRANDIOSO 8,1.35503825623,103.83319893,Thai in Town,1.35338456182,103.834405154,Thai Restaurant
3094,GRANDIOSO 8,1.35503825623,103.83319893,Sin Ming 23 Coffeeshop,1.35419097231,103.835716546,Coffee Shop
3095,GRANDIOSO 8,1.35503825623,103.83319893,Haato & Co.,1.35488112808,103.830881963,Ice Cream Shop
3096,GRANDIOSO 8,1.35503825623,103.83319893,Moo Ka Ta Huay Kwang @ Thomson,1.35340190207,103.834378045,Thai Restaurant
3097,GRANDIOSO 8,1.35503825623,103.83319893,Sheng Siong Supermarket,1.35191772301,103.835743563,Supermarket
3098,GRANDIOSO 8,1.35503825623,103.83319893,Yi Jia Bakery House Cafe,1.35293140407,103.834451098,Café
3099,GRANDIOSO 8,1.35503825623,103.83319893,Subway,1.35491446313,103.83089253,Sandwich Place
3100,GRANDIOSO 8,1.35503825623,103.83319893,Old School Delights,1.35272337804,103.834941961,Diner
3101,GRANDIOSO 8,1.35503825623,103.83319893,Tomoe Japanese Restaurant,1.35364865974,103.833578949,Japanese Restaurant
3102,GRANDIOSO 8,1.35503825623,103.83319893,The Coriander Cafe,1.35506295295,103.831117572,Asian Restaurant
3103,GRANDIOSO 8,1.35503825623,103.83319893,Sara's,1.35275109523,103.834726837,Pub
3104,GRANDIOSO 8,1.35503825623,103.83319893,Carpenter and Cook Jr,1.35520026762,103.83007723,Bakery
3105,GRANDIOSO 8,1.35503825623,103.83319893,Ply Baked Goods LLP,1.35347195105,103.833165476,Bakery
3106,GRANDIOSO 8,1.35503825623,103.83319893,Bus Stop 53059 (Opp Thomson Plaza),1.35518184773,103.831529108,Bus Stop
3107,GRANDIOSO 8,1.35503825623,103.83319893,Bus Stop 53051 (Bef Thomson Plaza),1.35464324932,103.832453049,Bus Stop
3108,GRANDIOSO 8,1.35503825623,103.83319893,Jude Nails,1.35470491307,103.831324261,Cosmetics Shop
3109,GRANDIOSO 8,1.35503825623,103.83319893,Crestar School Of Dance,1.35472336733,103.831194218,Dance Studio
3110,GRANDIOSO 8,1.35503825623,103.83319893,Home-Fix,1.3548192195,103.831142815,Hardware Store
3111,GRANDIOSO 8,1.35503825623,103.83319893,Soo Chow Garden Park,1.35329827187,103.832055932,Park
3112,GRANDIOSO 8,1.35503825623,103.83319893,Kopi Chwee Food Court,1.35778616697,103.833616788,Food Court
3113,GRANDIOSO 8,1.35503825623,103.83319893,Nam Kee Chicken Rice Restaurant,1.3519436928,103.835435242,Hainan Restaurant
3114,GRANDIOSO 8,1.35503825623,103.83319893,The Grumpy Bear Cafe,1.3548942,103.83082,Café
3115,GRANDIOSO 8,1.35503825623,103.83319893,Wan Yang @ Thomson Plaza,1.35440785449,103.830731285,Spa
3116,GRANDIOSO 8,1.35503825623,103.83319893,Shi Li Fang,1.35457488958,103.830591206,Hotpot Restaurant
3117,GRANDIOSO 8,1.35503825623,103.83319893,Caffe Zeppin,1.35908,103.833932,Asian Restaurant
3118,GREEN HILL ESTATE,1.37040914857,103.771752334,Suncottages,1.3722786878,103.769038793,Housing Development
3119,GREEN HILL ESTATE,1.37040914857,103.771752334,Cashew Medical,1.37160708797,103.76805179,Karaoke Bar
3120,GREEN HILL ESTATE,1.37040914857,103.771752334,Blk 204 Basketball Court,1.372705,103.775276,Basketball Court
3121,GREEN HILL ESTATE,1.37040914857,103.771752334,Pending Street Soccer Court,1.37485240663,103.772097487,Soccer Field
3122,GREENLAND CHILDCARE PTE. LTD.,1.32129654809,103.870736246,Ugly Cake Shop,1.32110073712,103.870816092,Café
3123,GREENLAND CHILDCARE PTE. LTD.,1.32129654809,103.870736246,Food Cheery 福吉利,1.32148884686,103.868738986,Coffee Shop
3124,GREENLAND CHILDCARE PTE. LTD.,1.32129654809,103.870736246,Ariff's restaurant,1.32076523496,103.870343968,Indian Restaurant
